 ,Area,XM,YM,Perim.,Major,Minor,Angle,Slice,MinThr,MaxThr
1,0,NaN,NaN,4536,NaN,NaN,0.000,1,1,255
2,5,1191.700,77.300,4536,13.944,0.457,23.250,2,1,255
3,75,516.687,461.087,4536,51.085,1.869,153.098,3,1,255
4,2,848.000,528.000,4536,62.637,0.041,94.320,4,1,255
5,0,NaN,NaN,4536,NaN,NaN,0.000,5,1,255
6,0,NaN,NaN,4536,NaN,NaN,0.000,6,1,255
7,1,437.500,726.500,4536,1.128,1.128,0.000,7,1,255
8,0,NaN,NaN,4536,NaN,NaN,0.000,8,1,255
9,2,977.000,845.000,4536,2.596,0.981,135.000,9,1,255
10,0,NaN,NaN,4536,NaN,NaN,0.000,10,1,255
11,3,173.833,817.500,4536,33.744,0.113,151.920,11,1,255
12,0,NaN,NaN,4536,NaN,NaN,0.000,12,1,255
13,13,653.500,515.962,4536,62.462,0.265,144.642,13,1,255
14,1,1295.500,0.500,4536,1.128,1.128,90.000,14,1,255
15,9,625.722,478.944,4536,63.071,0.182,96.173,15,1,255
16,1,0.500,0.500,4536,1.128,1.128,0.000,16,1,255
17,5,37.300,136.300,4536,62.072,0.103,106.355,17,1,255
18,0,NaN,NaN,4536,NaN,NaN,0.000,18,1,255
19,0,NaN,NaN,4536,NaN,NaN,0.000,19,1,255
20,3,1295.167,15.167,4536,12.589,0.303,90.651,20,1,255
21,3,725.500,657.167,4536,2.446,1.561,0.000,21,1,255
22,0,NaN,NaN,4536,NaN,NaN,0.000,22,1,255
23,2,338.500,388.000,4536,2.257,1.128,90.000,23,1,255
24,1,1295.500,971.500,4536,1.128,1.128,0.000,24,1,255
25,9,679.500,194.167,4536,14.138,0.811,15.690,25,1,255
26,17,453.676,313.618,4536,5.233,4.136,1.590,26,1,255
27,0,NaN,NaN,4536,NaN,NaN,0.000,27,1,255
28,1,251.500,191.500,4536,1.128,1.128,0.000,28,1,255
29,2,1295.500,1.000,4536,2.257,1.128,90.000,29,1,255
30,2,0.500,9.000,4536,2.257,1.128,90.000,30,1,255
31,1,1290.500,0.500,4536,1.128,1.128,90.000,31,1,255
32,0,NaN,NaN,4536,NaN,NaN,0.000,32,1,255
33,40,418.325,584.150,4536,9.215,5.527,14.677,33,1,255
34,0,NaN,NaN,4536,NaN,NaN,0.000,34,1,255
35,6,814.333,440.667,4536,45.589,0.168,160.796,35,1,255
36,42,323.310,625.190,4536,8.691,6.153,33.742,36,1,255
37,0,NaN,NaN,4536,NaN,NaN,0.000,37,1,255
38,5,1159.500,155.500,4536,46.715,0.136,38.711,38,1,255
39,0,NaN,NaN,4536,NaN,NaN,0.000,39,1,255
40,5,1214.100,439.100,4536,4.315,1.475,119.407,40,1,255
41,0,NaN,NaN,4536,NaN,NaN,0.000,41,1,255
42,26,539.692,588.423,4536,6.874,4.816,21.569,42,1,255
43,4,983.500,853.000,4536,47.954,0.106,48.728,43,1,255
44,2,995.500,720.000,4536,3.192,0.798,26.565,44,1,255
45,0,NaN,NaN,4536,NaN,NaN,0.000,45,1,255
46,17,694.559,305.088,4536,8.794,2.461,87.591,46,1,255
47,2,814.000,0.500,4536,65.172,0.039,0.000,47,1,255
48,0,NaN,NaN,4536,NaN,NaN,0.000,48,1,255
49,39,619.833,383.833,4536,9.800,5.067,38.547,49,1,255
50,4,743.750,457.250,4536,2.842,1.792,56.323,50,1,255
51,6,328.667,456.667,4536,4.242,1.801,36.015,51,1,255
52,9,549.944,312.167,4536,3.635,3.153,71.565,52,1,255
53,0,NaN,NaN,4536,NaN,NaN,0.000,53,1,255
54,0,NaN,NaN,4536,NaN,NaN,0.000,54,1,255
55,21,609.786,396.262,4536,7.934,3.370,174.473,55,1,255
56,17,522.265,463.441,4536,5.281,4.099,49.292,56,1,255
57,6,613.333,282.000,4536,22.635,0.338,23.036,57,1,255
58,9,574.944,472.944,4536,8.518,1.345,30.809,58,1,255
59,0,NaN,NaN,4536,NaN,NaN,0.000,59,1,255
60,0,NaN,NaN,4536,NaN,NaN,0.000,60,1,255
61,0,NaN,NaN,4536,NaN,NaN,0.000,61,1,255
62,6,148.000,168.833,4536,68.690,0.111,132.645,62,1,255
63,1,941.500,971.500,4536,1.128,1.128,0.000,63,1,255
64,4,867.000,712.750,4536,33.605,0.152,83.488,64,1,255
65,0,NaN,NaN,4536,NaN,NaN,0.000,65,1,255
66,0,NaN,NaN,4536,NaN,NaN,0.000,66,1,255
67,1,965.500,835.500,4536,1.128,1.128,0.000,67,1,255
68,0,NaN,NaN,4536,NaN,NaN,0.000,68,1,255
69,0,NaN,NaN,4536,NaN,NaN,0.000,69,1,255
70,9,1200.833,112.500,4536,71.193,0.161,48.622,70,1,255
71,1,0.500,5.500,4536,1.128,1.128,0.000,71,1,255
72,0,NaN,NaN,4536,NaN,NaN,0.000,72,1,255
73,14,445.714,536.857,4536,41.217,0.432,118.885,73,1,255
74,1,1295.500,4.500,4536,1.128,1.128,90.000,74,1,255
75,1,1295.500,27.500,4536,1.128,1.128,90.000,75,1,255
76,1,0.500,0.500,4536,1.128,1.128,0.000,76,1,255
77,0,NaN,NaN,4536,NaN,NaN,0.000,77,1,255
78,21,808.310,252.738,4536,39.008,0.685,23.990,78,1,255
79,0,NaN,NaN,4536,NaN,NaN,0.000,79,1,255
80,0,NaN,NaN,4536,NaN,NaN,0.000,80,1,255
81,0,NaN,NaN,4536,NaN,NaN,0.000,81,1,255
82,0,NaN,NaN,4536,NaN,NaN,0.000,82,1,255
83,2,932.000,35.000,4536,56.753,0.045,174.578,83,1,255
84,2,0.500,377.000,4536,2.257,1.128,90.000,84,1,255
85,1,769.500,633.500,4536,1.128,1.128,0.000,85,1,255
86,0,NaN,NaN,4536,NaN,NaN,0.000,86,1,255
87,0,NaN,NaN,4536,NaN,NaN,0.000,87,1,255
88,4,1226.250,435.500,4536,14.451,0.352,80.638,88,1,255
89,15,512.500,400.500,4536,5.470,3.492,31.717,89,1,255
90,2,185.000,971.500,4536,2.257,1.128,0.000,90,1,255
91,1,827.500,737.500,4536,1.128,1.128,0.000,91,1,255
92,1,1295.500,971.500,4536,1.128,1.128,0.000,92,1,255
93,0,NaN,NaN,4536,NaN,NaN,0.000,93,1,255
94,2,1015.500,538.500,4536,40.189,0.063,83.729,94,1,255
95,0,NaN,NaN,4536,NaN,NaN,0.000,95,1,255
96,3,0.500,358.500,4536,3.385,1.128,90.000,96,1,255
97,5,153.500,215.900,4536,71.965,0.088,130.256,97,1,255
98,1,1295.500,13.500,4536,1.128,1.128,90.000,98,1,255
99,1,425.500,879.500,4536,1.128,1.128,0.000,99,1,255
100,3,1295.500,1.500,4536,3.385,1.128,90.000,100,1,255
101,3,1295.500,970.500,4536,3.385,1.128,90.000,101,1,255
102,1,0.500,551.500,4536,1.128,1.128,0.000,102,1,255
103,0,NaN,NaN,4536,NaN,NaN,0.000,103,1,255
104,1,329.500,0.500,4536,1.128,1.128,90.000,104,1,255
105,1,132.500,435.500,4536,1.128,1.128,0.000,105,1,255
106,2,1258.000,0.500,4536,2.257,1.128,0.000,106,1,255
107,5,784.100,351.300,4536,8.066,0.789,179.503,107,1,255
108,7,324.643,484.929,4536,81.862,0.109,160.817,108,1,255
109,1,1185.500,114.500,4536,1.128,1.128,90.000,109,1,255
110,7,566.071,471.929,4536,13.783,0.647,140.854,110,1,255
111,0,NaN,NaN,4536,NaN,NaN,0.000,111,1,255
112,8,383.625,111.500,4536,4.753,2.143,179.007,112,1,255
113,2,513.000,240.000,4536,2.596,0.981,45.000,113,1,255
114,4,492.000,971.500,4536,4.514,1.128,0.000,114,1,255
115,0,NaN,NaN,4536,NaN,NaN,0.000,115,1,255
116,0,NaN,NaN,4536,NaN,NaN,0.000,116,1,255
117,1,879.500,971.500,4536,1.128,1.128,0.000,117,1,255
118,4,802.250,924.500,4536,48.812,0.104,6.947,118,1,255
119,5,195.500,871.300,4536,48.535,0.131,142.376,119,1,255
120,3,206.167,971.167,4536,2.365,1.615,45.000,120,1,255
121,2,1241.500,291.000,4536,2.257,1.128,90.000,121,1,255
122,1,0.500,634.500,4536,1.128,1.128,0.000,122,1,255
